CODI_OPENDATA ,CODI_IDENTIFICACIO_ESTACIO,CODI_IDENTIFICACIO_EQUIP,NUMERO_DE_SERVEI,CODI_DEL_CONNECTOR,TIPO_CONNECTOR,POTENCIA_MAXIMA_DE_CARGA_(W),NUM_SERVEIS_DEL_EQUIP,NUM_DE_CONNECTORS_AL_EQUIP,TIPOLOGIA_DE_CARREGA,LATITUD,LONGITUD,DIRECCIO,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,CODI_POSTAL,CODI_ASIA,TIPUS_DE_ACCES,OPERADOR,TELF,TARIFA ,CONTROL_DE_ACCES,RESTRICCIO_DE_US
22501092,225,01,09,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de Gràcia, 330",7,Horta-Guinardó,33,El Baix Guinardó,08025,93173100908,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22601011,226,01,01,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22601012,226,01,01,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22601021,226,01,02,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22601022,226,01,02,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22601031,226,01,03,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601032,226,01,03,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601041,226,01,04,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601042,226,01,04,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601051,226,01,05,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601052,226,01,05,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601061,226,01,06,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601062,226,01,06,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601071,226,01,07,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22601072,226,01,07,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",1,Ciutat Vella,3,La Barceloneta,08003,99400180604,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701011,227,01,01,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22701012,227,01,01,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22701021,227,01,02,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22701022,227,01,02,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22701031,227,01,03,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701032,227,01,03,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701041,227,01,04,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701042,227,01,04,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701051,227,01,05,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701052,227,01,05,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701061,227,01,06,1,SCHUKO,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22701062,227,01,06,2,MENNEKES,3600,1,2,LENTA,41.412460,2.222425,Pg Taulat / Pl Fòrum,10,Sant Martí,70,El Besós i el Maresme,08005,99400109894,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801011,228,01,01,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22801012,228,01,01,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22801021,228,01,02,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22801022,228,01,02,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22801031,228,01,03,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801032,228,01,03,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801041,228,01,04,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801042,228,01,04,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801051,228,01,05,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801052,228,01,05,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801061,228,01,06,1,SCHUKO,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22801062,228,01,06,2,MENNEKES,3600,1,2,LENTA,41.415905,2.180552,"Pg Maragall, 54",10,Sant Martí,64,El Camp de l'Arpa del Clot,08026,95075101412,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901011,229,01,01,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901012,229,01,01,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901021,229,01,02,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901022,229,01,02,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901031,229,01,03,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901032,229,01,03,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901041,229,01,04,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901042,229,01,04,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
22901051,229,01,05,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901052,229,01,05,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901061,229,01,06,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901062,229,01,06,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901071,229,01,07,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901072,229,01,07,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901081,229,01,08,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901082,229,01,08,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901091,229,01,09,1,SCHUKO,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
22901092,229,01,09,2,MENNEKES,3600,1,2,LENTA,41.392608,2.128965,"Pg Manuel Girona, 77",5,Sarrià-Sant Gervasi,23,Sarrià,08017,98096134801,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001011,230,01,01,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001012,230,01,01,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001021,230,01,02,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001022,230,01,02,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001031,230,01,03,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001032,230,01,03,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001041,230,01,04,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001042,230,01,04,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001051,230,01,05,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001052,230,01,05,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001061,230,01,06,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001062,230,01,06,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001071,230,01,07,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001072,230,01,07,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001081,230,01,08,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001082,230,01,08,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001081,230,01,08,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001092,230,01,09,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001101,230,01,10,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001102,230,01,10,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001111,230,01,11,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001112,230,01,11,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001121,230,01,12,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001122,230,01,12,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001131,230,01,13,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001132,230,01,13,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001141,230,01,14,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001142,230,01,14,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001151,230,01,15,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001152,230,01,15,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23001161,230,01,16,1,SCHUKO,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23001162,230,01,16,2,MENNEKES,3600,1,2,LENTA,41.397867,2.125798,"C/ Cardenal Sentmenat, 8",5,Sarrià-Sant Gervasi,23,Sarrià,08017,99400264195,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23101011,231,01,01,1,SCHUKO,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101012,231,01,01,2,MENNEKES,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101021,231,01,02,1,SCHUKO,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101022,231,01,02,2,MENNEKES,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101031,231,01,03,1,SCHUKO,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101032,231,01,03,2,MENNEKES,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
23101041,231,01,04,1,SCHUKO,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
23101042,231,01,04,2,MENNEKES,3600,1,2,LENTA,41.382723,2.194311,"Pg. Marítim de la Barceloneta, 27",1,Ciutat Vella,4,La Barceloneta,08003,92178122019,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
